213	7	mess	1
214	8	The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	3
215	8	The Importance	2
216	8	Importance	3
217	8	of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	2
218	8	Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	3
219	8	Being	2
220	8	Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	2
221	8	Earnest ,	3
222	8	Earnest	3
223	8	so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	2
224	8	so	2
225	8	thick with wit it plays like a reading from Bartlett 's Familiar Quotations	3
226	8	thick	2
227	8	with wit it plays like a reading from Bartlett 's Familiar Quotations	3
228	8	with	2
229	8	wit it plays like a reading from Bartlett 's Familiar Quotations	2
230	8	wit	2
231	8	it plays like a reading from Bartlett 's Familiar Quotations	2
232	8	it	2
233	8	plays like a reading from Bartlett 's Familiar Quotations	3
234	8	plays	2
235	8	like a reading from Bartlett 's Familiar Quotations	2
236	8	like	2
237	8	a reading from Bartlett 's Familiar Quotations	2
238	8	a reading	2
239	8	reading	2
240	8	from Bartlett 's Familiar Quotations	2
241	8	from	2
242	8	Bartlett 's Familiar Quotations	2
243	8	Bartlett 's	2
244	8	Bartlett	2
245	8	Familiar Quotations	2
246	8	Familiar	2
247	8	Quotations	2
248	9	But it does n't leave you with much .	1
249	9	it does n't leave you with much .	1
250	9	does n't leave you with much .	1
251	9	does n't leave you with much	1
252	9	does n't	1
253	9	does	2
254	9	n't	2
255	9	leave you with much	2
256	9	leave you	2
257	9	leave	1
258	9	you	2
259	9	with much	2
260	10	You could hate it for the same reason .	1
261	10	could hate it for the same reason .	1
262	10	could hate it for the same reason	0
263	10	could	2
264	10	hate it for the same reason	1
265	10	hate it	0
266	10	hate	0
267	10	for the same reason	2
268	10	the same reason	2
269	10	same reason	2
270	10	same	2
271	10	reason	2
272	11	There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .	1
273	11	There	2
274	11	's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .	1
275	11	's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity	1
276	11	's little to recommend Snow Dogs ,	1
277	11	's little to recommend Snow Dogs	1
278	11	little to recommend Snow Dogs	2
279	11	little	2
280	11	to recommend Snow Dogs	2
281	11	recommend Snow Dogs	4
282	11	recommend	3
283	11	Snow Dogs	2
284	11	Snow	2
285	11	Dogs	2
286	11	unless one considers cliched dialogue and perverse escapism a source of high hilarity	1
287	11	unless	2
288	11	one considers cliched dialogue and perverse escapism a source of high hilarity	2
289	11	considers cliched dialogue and perverse escapism a source of high hilarity	2
290	11	considers	2
291	11	cliched dialogue and perverse escapism a source of high hilarity	1
292	11	cliched dialogue and perverse escapism	1
293	11	cliched dialogue and	1
294	11	cliched dialogue	1
295	11	cliched	1
296	11	dialogue	2
297	11	perverse escapism	2
298	11	perverse	1
299	11	escapism	2
300	11	a source of high hilarity	3
301	11	a source	2
302	11	source	2
303	11	of high hilarity	3
304	11	high hilarity	4
305	11	high	3
306	11	hilarity	3
307	12	Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .	1
308	12	Kung Pow	2
309	12	Kung	2
310	12	Pow	3
311	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .	2
312	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that	0
313	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and	2
314	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick ,	2
315	12	is Oedekerk 's realization of his childhood dream to be in a martial-arts flick	2
316	12	Oedekerk 's realization of his childhood dream to be in a martial-arts flick	2
317	12	Oedekerk 's realization of his childhood dream	2
318	12	Oedekerk 's realization	2
319	12	Oedekerk 's	2
320	12	Oedekerk	2
321	12	realization	2
322	12	of his childhood dream	2
323	12	his childhood dream	2
324	12	his	2
325	12	childhood dream	2
326	12	childhood	2
327	12	dream	3
328	12	to be in a martial-arts flick	2
329	12	be in a martial-arts flick	2
330	12	be	2
331	12	in a martial-arts flick	2
332	12	a martial-arts flick	2
333	12	martial-arts flick	2
334	12	martial-arts	2
335	12	flick	2
336	12	proves that sometimes the dreams of youth should remain just that	1
337	12	proves	2
338	12	that sometimes the dreams of youth should remain just that	1
339	12	sometimes the dreams of youth should remain just that	1
340	12	sometimes	2
341	12	the dreams of youth should remain just that	2
342	12	the dreams of youth	3
343	12	the dreams	2
344	12	dreams	2
345	12	of youth	2
346	12	youth	2
347	12	should remain just that	2
348	12	should	2
349	12	remain just that	2
350	12	remain	2
351	12	just that	2
352	12	just	2
408	15	I still like Moonlight Mile , better judgment be damned .	3
409	15	still like Moonlight Mile , better judgment be damned .	3
410	15	still	2
411	15	like Moonlight Mile , better judgment be damned .	2
412	15	like Moonlight Mile , better judgment be damned	2
413	15	Moonlight Mile , better judgment be damned	2
414	15	Moonlight Mile , better judgment	2
415	15	Moonlight	2
416	15	Mile , better judgment	2
417	15	Mile	2
418	15	, better judgment	2
419	15	better judgment	2
420	15	better	4
421	15	judgment	2
422	15	be damned	2
423	15	damned	1
424	16	A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .	3
425	16	A welcome relief from baseball movies that try too hard to be mythic	3
426	16	A welcome relief	3
427	16	welcome relief	3
428	16	welcome	2
429	16	relief	2
430	16	from baseball movies that try too hard to be mythic	1
431	16	baseball movies that try too hard to be mythic	0
432	16	baseball movies	2
433	16	baseball	2
434	16	movies	2
435	16	that try too hard to be mythic	1
436	16	try too hard to be mythic	1
437	16	try	2
438	16	too hard to be mythic	1
439	16	too	2
440	16	hard to be mythic	1
441	16	to be mythic	2
442	16	be mythic	2
443	16	mythic	2
444	16	, this one is a sweet and modest and ultimately winning story .	3
445	16	this one is a sweet and modest and ultimately winning story .	4
446	16	is a sweet and modest and ultimately winning story .	4
447	16	is a sweet and modest and ultimately winning story	3
448	16	a sweet and modest and ultimately winning story	3
449	16	a sweet and modest and	3
450	16	a sweet and modest	4
451	16	sweet and modest	3
452	16	sweet and	3
453	16	sweet	4
454	16	modest	3
455	16	ultimately winning story	4
456	16	ultimately	2
457	16	winning story	3
458	16	winning	3
459	17	a bilingual charmer , just like the woman who inspired it	3
460	17	a bilingual charmer ,	3
461	17	a bilingual charmer	3
462	17	bilingual charmer	3
463	17	bilingual	2
464	17	charmer	3
465	17	just like the woman who inspired it	2
466	17	like the woman who inspired it	2
467	17	the woman who inspired it	2
468	17	the woman	2
469	17	woman	2
470	17	who inspired it	2
471	17	who	2
472	17	inspired it	2
473	17	inspired	3
517	19	As inept as big-screen remakes of The Avengers and The Wild Wild West .	1
518	19	As inept as big-screen remakes of The Avengers and The Wild Wild West	2
519	19	As inept	1
520	19	As	2
521	19	inept	1
522	19	as big-screen remakes of The Avengers and The Wild Wild West	1
523	19	big-screen remakes of The Avengers and The Wild Wild West	2
524	19	big-screen remakes	2
525	19	big-screen	2
526	19	remakes	2
527	19	of The Avengers and The Wild Wild West	2
528	19	The Avengers and The Wild Wild West	2
529	19	The Avengers and	2
530	19	The Avengers	2
531	19	Avengers	2
532	19	The Wild Wild West	3
533	19	Wild Wild West	2
534	19	Wild	3
535	19	Wild West	2
536	19	West	2
537	20	It 's everything you 'd expect -- but nothing more .	2
538	20	's everything you 'd expect -- but nothing more .	1
539	20	's everything you 'd expect -- but nothing more	2
540	20	everything you 'd expect -- but nothing more	1
541	20	everything	2
542	20	you 'd expect -- but nothing more	1
543	20	'd expect -- but nothing more	2
544	20	'd	2
545	20	expect -- but nothing more	2
546	20	expect -- but nothing	2
547	20	expect --	2
548	20	expect	2
549	20	but nothing	2
550	20	nothing	1
551	20	more	2
552	21	Best indie of the year , so far .	4
553	21	Best	4
554	21	indie of the year , so far .	3
555	21	indie of the year , so far	4
556	21	indie of the year ,	3
557	21	indie of the year	3
558	21	indie	2
559	21	of the year	2
560	21	the year	2
561	21	year	2
562	21	so far	2
563	21	far	2
620	23	It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .	1
621	23	's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .	1
622	23	's like going to a house party and watching the host defend himself against a frothing ex-girlfriend	1
623	23	like going to a house party and watching the host defend himself against a frothing ex-girlfriend	1
624	23	going to a house party and watching the host defend himself against a frothing ex-girlfriend	1
625	23	going to a house party and	2
626	23	going to a house party	2
627	23	going	2
628	23	to a house party	2
629	23	a house party	2
630	23	house party	2
631	23	house	2
632	23	party	2
633	23	watching the host defend himself against a frothing ex-girlfriend	2
634	23	watching	2
635	23	the host defend himself against a frothing ex-girlfriend	2
636	23	the host	2
637	23	host	2
638	23	defend himself against a frothing ex-girlfriend	2
639	23	defend himself	3
640	23	defend	2
641	23	himself	2
642	23	against a frothing ex-girlfriend	2
643	23	against	2
644	23	a frothing ex-girlfriend	2
645	23	frothing ex-girlfriend	2
646	23	frothing	1
647	23	ex-girlfriend	2
687	25	The plot is romantic comedy boilerplate from start to finish .	2
688	25	The plot	2
689	25	plot	2
690	25	is romantic comedy boilerplate from start to finish .	2
691	25	is romantic comedy boilerplate from start to finish	3
692	25	romantic comedy boilerplate from start to finish	2
693	25	romantic comedy boilerplate from start	2
694	25	romantic comedy boilerplate	1
695	25	romantic	2
696	25	comedy boilerplate	2
697	25	comedy	3
698	25	boilerplate	2
699	25	from start	2
700	25	start	2
701	25	to finish	2
702	25	finish	2
703	26	It arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .	2
704	26	arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications .	2
705	26	arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications	2
706	26	arrives	2
707	26	with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications	2
708	26	an impeccable pedigree , mongrel pep , and almost indecipherable plot complications	1
709	26	an impeccable pedigree , mongrel pep , and almost	2
710	26	an impeccable pedigree , mongrel pep , and	2
711	26	an impeccable pedigree , mongrel pep ,	2
712	26	an impeccable pedigree , mongrel pep	3
713	26	impeccable pedigree , mongrel pep	3
714	26	impeccable	4
715	26	pedigree , mongrel pep	2
716	26	pedigree	2
717	26	, mongrel pep	2
718	26	mongrel pep	2
719	26	mongrel	1
720	26	pep	2
721	26	almost	2
722	26	indecipherable plot complications	1
723	26	indecipherable	2
724	26	plot complications	2
725	26	complications	1
726	27	A film that clearly means to preach exclusively to the converted .	2
727	27	A film that clearly means to	2
728	27	A film	2
729	27	that clearly means to	2
730	27	clearly means to	2
731	27	clearly	2
732	27	means to	2
733	27	means	2
734	27	preach exclusively to the converted .	1
735	27	preach exclusively to the converted	2
736	27	preach exclusively	2
737	27	preach	2
738	27	exclusively	2
739	27	to the converted	2
740	27	the converted	2
741	27	converted	2
742	28	While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .	1
743	28	While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles	3
744	28	While	2
745	28	The Importance of Being Earnest offers opportunities for occasional smiles and chuckles	3
746	28	The Importance of Being Earnest	3
747	28	of Being Earnest	2
748	28	Being Earnest	2
749	28	offers opportunities for occasional smiles and chuckles	2
750	28	offers opportunities for occasional smiles and	3
751	28	offers opportunities for occasional smiles	3
752	28	offers	2
753	28	opportunities for occasional smiles	2
754	28	opportunities	2
755	28	for occasional smiles	3
756	28	occasional smiles	3
757	28	occasional	2
758	28	smiles	2
759	28	chuckles	1
760	28	, it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .	2
761	28	it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .	2
762	28	does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .	2
763	28	does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances	1
764	28	give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances	1
765	28	give us	2
766	28	give	3
767	28	a reason to be in the theater beyond Wilde 's wit and the actors ' performances	2
768	28	reason to be in the theater beyond Wilde 's wit and the actors ' performances	2
769	28	to be in the theater beyond Wilde 's wit and the actors ' performances	2
770	28	be in the theater beyond Wilde 's wit and the actors ' performances	2
771	28	be in the theater	2
772	28	in the theater	2
773	28	the theater	2
774	28	theater	3
775	28	beyond Wilde 's wit and the actors ' performances	2
776	28	beyond	2
777	28	Wilde 's wit and the actors ' performances	2
778	28	Wilde 's wit and	3
779	28	Wilde 's wit	2
780	28	Wilde 's	2
781	28	Wilde	2
782	28	the actors ' performances	2
783	28	the actors '	2
784	28	actors '	2
785	28	actors	2
786	28	'	2
811	30	More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet .	2
812	30	More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet	3
813	30	More vaudeville show than well-constructed narrative , but	2
814	30	More vaudeville show than well-constructed narrative ,	1
815	30	More vaudeville show than well-constructed narrative	1
816	30	More vaudeville	2
817	30	vaudeville	2
818	30	show than well-constructed narrative	3
819	30	show	2
820	30	than well-constructed narrative	3
821	30	than	2
822	30	well-constructed narrative	4
823	30	well-constructed	3
824	30	narrative	2
825	30	on those terms it 's inoffensive and actually rather sweet	3
826	30	on those terms	2
827	30	on	2
828	30	those terms	2
829	30	those	2
830	30	terms	2
831	30	it 's inoffensive and actually rather sweet	3
832	30	's inoffensive and actually rather sweet	3
833	30	inoffensive and actually rather sweet	3
834	30	inoffensive and actually	2
835	30	inoffensive and	2
836	30	inoffensive	1
837	30	actually	2
838	30	rather sweet	3
839	30	rather	2
840	31	Nothing more than a run-of-the-mill action flick .	2
841	31	more than a run-of-the-mill action flick .	2
842	31	more than a run-of-the-mill action	3
843	31	than a run-of-the-mill action	2
844	31	a run-of-the-mill action	2
845	31	run-of-the-mill action	1
846	31	run-of-the-mill	1
847	31	action	2
848	31	flick .	2
849	32	Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .	0
850	32	Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire	1
851	32	Hampered -- no , paralyzed -- by a self-indulgent script ...	1
852	32	Hampered -- no , paralyzed -- by a self-indulgent script	1
853	32	Hampered -- no , paralyzed --	2
854	32	Hampered	2
855	32	-- no , paralyzed --	2
856	32	no , paralyzed --	2
857	32	no , paralyzed	1
858	32	no	1
859	32	, paralyzed	1
860	32	paralyzed	2
861	32	by a self-indulgent script	1
862	32	a self-indulgent script	0
863	32	self-indulgent script	2
864	32	self-indulgent	1
865	32	script	2
866	32	...	2
867	32	that aims for poetry and ends up sounding like satire	1
868	32	aims for poetry and ends up sounding like satire	1
869	32	aims for poetry and	2
870	32	aims for poetry	2
871	32	aims	2
872	32	for poetry	2
873	32	poetry	3
874	32	ends up sounding like satire	1
875	32	ends up	2
876	32	ends	2
877	32	up	2
878	32	sounding like satire	2
879	32	sounding	3
880	32	like satire	2
881	32	satire	2
882	33	Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .	2
883	33	Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on	2
884	33	Ice Age is the first computer-generated feature cartoon to feel like other movies , and	3
885	33	Ice Age is the first computer-generated feature cartoon to feel like other movies ,	2
886	33	Ice Age is the first computer-generated feature cartoon to feel like other movies	3
887	33	Ice Age	2
888	33	Ice	2
889	33	Age	2
890	33	is the first computer-generated feature cartoon to feel like other movies	3
891	33	the first computer-generated feature cartoon to feel like other movies	4
892	33	the first computer-generated feature cartoon	2
893	33	first computer-generated feature cartoon	3
894	33	first	2
895	33	computer-generated feature cartoon	2
896	33	computer-generated	2
897	33	feature cartoon	2
898	33	feature	2
899	33	cartoon	2
900	33	to feel like other movies	3
901	33	feel like other movies	2
902	33	feel	2
903	33	like other movies	2
904	33	other movies	2
905	33	other	2
906	33	that makes for some glacial pacing early on	2
907	33	makes for some glacial pacing early on	1
908	33	makes for some glacial pacing	1
909	33	makes	2
910	33	for some glacial pacing	2
911	33	some glacial pacing	2
912	33	glacial pacing	2
913	33	glacial	2
914	33	pacing	2
915	33	early on	2
916	33	early	2
917	34	There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .	2
918	34	There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash	1
919	34	There 's very little sense to what 's going on here , but	1
920	34	There 's very little sense to what 's going on here ,	0
921	34	There 's very little sense to what 's going on here	1
922	34	's very little sense to what 's going on here	1
923	34	very little sense to what 's going on here	1
924	34	very little sense	1
925	34	very little	2
926	34	to what 's going on here	2
927	34	what 's going on here	1
928	34	's going on here	2
929	34	going on here	2
930	34	going on	2
931	34	here	2
932	34	the makers serve up the cliches with considerable dash	2
933	34	the makers	2
934	34	makers	2
935	34	serve up the cliches with considerable dash	2
936	34	serve up	2
937	34	serve	2
938	34	the cliches with considerable dash	1
939	34	the cliches	1
940	34	cliches	2
941	34	with considerable dash	2
942	34	considerable dash	2
943	34	considerable	3
944	34	dash	2
945	35	Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .	2
946	35	Cattaneo	2
947	35	should have followed the runaway success of his first film , The Full Monty , with something different .	2
948	35	should have followed the runaway success of his first film , The Full Monty , with something different	2
949	35	have followed the runaway success of his first film , The Full Monty , with something different	2
950	35	followed the runaway success of his first film , The Full Monty , with something different	2
951	35	followed the runaway success of his first film , The Full Monty ,	3
952	35	followed	2
953	35	the runaway success of his first film , The Full Monty ,	4
954	35	the runaway success	4
955	35	runaway success	3
956	35	runaway	2
957	35	success	3
958	35	of his first film , The Full Monty ,	1
959	35	his first film , The Full Monty ,	2
960	35	his first film , The Full Monty	2
961	35	his first film ,	2
962	35	his first film	2
963	35	first film	2
964	35	The Full Monty	2
965	35	Full Monty	2
966	35	Full	3
967	35	Monty	2
968	35	with something different	2
969	35	something different	3
970	35	different	2
971	36	They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .	1
972	36	They	2
973	36	're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .	1
974	36	're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid	2
975	36	're	2
976	36	the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid	1
977	36	the unnamed , easily substitutable forces	1
978	36	unnamed , easily substitutable forces	2
979	36	unnamed , easily substitutable	1
980	36	unnamed	2
981	36	, easily substitutable	1
982	36	easily substitutable	2
983	36	easily	3
984	36	substitutable	1
985	36	forces	2
986	36	that serve as whatever terror the heroes of horror movies try to avoid	2
987	36	serve as whatever terror the heroes of horror movies try to avoid	2
988	36	as whatever terror the heroes of horror movies try to avoid	2
989	36	whatever terror the heroes of horror movies try to avoid	1
990	36	whatever	1
991	36	terror the heroes of horror movies try to avoid	1
992	36	terror	1
993	36	the heroes of horror movies try to avoid	1
994	36	the heroes of horror movies	2
995	36	the heroes	2
996	36	heroes	3
997	36	of horror movies	2
998	36	horror movies	2
999	36	horror	1
1000	36	try to avoid	1
1001	36	to avoid	1
1002	36	avoid	0
1003	37	It almost feels as if the movie is more interested in entertaining itself than in amusing us .	1
1004	37	almost feels as if the movie is more interested in entertaining itself than in amusing us .	0
1005	37	feels as if the movie is more interested in entertaining itself than in amusing us .	1
1006	37	feels as if the movie is more interested in entertaining itself than in amusing us	1
1007	37	feels	2
1008	37	as if the movie is more interested in entertaining itself than in amusing us	1
1009	37	if the movie is more interested in entertaining itself than in amusing us	1
1010	37	if	2
1011	37	the movie is more interested in entertaining itself than in amusing us	1
1012	37	is more interested in entertaining itself than in amusing us	1
1013	37	more interested in entertaining itself than in amusing us	1
1014	37	more interested in entertaining itself	1
1015	37	interested in entertaining itself	3
1016	37	interested	3
1017	37	in entertaining itself	2
1018	37	entertaining itself	3
1019	37	itself	2
1020	37	than in amusing us	2
1021	37	in amusing us	3
1022	37	amusing us	3
1023	37	amusing	4
1024	38	The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . '	0
1025	38	The movie 's progression into rambling incoherence	0
1026	38	The movie 's progression	3
1027	38	progression	2
1028	38	into rambling incoherence	1
1029	38	into	2
1030	38	rambling incoherence	1
1031	38	rambling	1
1032	38	incoherence	1
1033	38	gives new meaning to the phrase ` fatal script error . '	0
1034	38	gives new meaning to the phrase ` fatal script error .	2
1035	38	gives new meaning to the phrase ` fatal script error	1
1036	38	gives new meaning	2
1037	38	gives	2
1038	38	new meaning	2
1039	38	new	3
1040	38	meaning	2
1041	38	to the phrase ` fatal script error	1
1042	38	the phrase ` fatal script error	1
1043	38	phrase ` fatal script error	1
1044	38	phrase	2
1045	38	` fatal script error	0
1046	38	`	2
1047	38	fatal script error	0
1048	38	fatal	2
1049	38	script error	1
1050	38	error	1
1088	40	So could young romantics out on a date .	3
1089	40	could young romantics out on a date .	2
1090	40	could young romantics out on a date	3
1091	40	young romantics out on a date	2
1092	40	young romantics	4
1093	40	young	2
1094	40	romantics	3
1095	40	out on a date	2
1096	40	out	1
1097	40	on a date	2
1098	40	a date	3
1099	40	date	2
1100	41	Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .	0
1101	41	Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality	1
1102	41	Tartakovsky 's team has some freakish powers of visual charm , but	3
1103	41	Tartakovsky 's team has some freakish powers of visual charm ,	3
1104	41	Tartakovsky 's team has some freakish powers of visual charm	3
1105	41	Tartakovsky 's team	2
1106	41	Tartakovsky 's	2
1107	41	Tartakovsky	2
1108	41	team	3
1109	41	has some freakish powers of visual charm	3
1110	41	some freakish powers of visual charm	2
1111	41	some freakish powers	2
1112	41	freakish powers	2
1113	41	freakish	3
1114	41	powers	2
1115	41	of visual charm	3
1116	41	visual charm	3
1117	41	visual	2
1118	41	charm	3
1119	41	the five writers slip into the modern rut of narrative banality	2
1120	41	the five writers	3
1121	41	five writers	2
1122	41	five	2
1123	41	writers	2
1124	41	slip into the modern rut of narrative banality	1
1125	41	slip	2
1126	41	into the modern rut of narrative banality	1
1127	41	the modern rut of narrative banality	1
1128	41	the modern rut	1
1129	41	modern rut	2
1130	41	modern	2
1131	41	rut	1
1132	41	of narrative banality	0
1133	41	narrative banality	1
1134	41	banality	1
1135	42	Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .	3
1136	42	Vincent Gallo	2
1137	42	Vincent	2
1138	42	Gallo	2
1139	42	is right at home in this French shocker playing his usual bad boy weirdo role .	3
1140	42	is right at home in this French shocker playing his usual bad boy weirdo role	3
1141	42	is right at home in this French shocker	2
1142	42	right at home in this French shocker	3
1143	42	right at home	3
1144	42	right	3
1145	42	at home	2
1146	42	at	2
1147	42	home	2
1148	42	in this French shocker	2
1149	42	this French shocker	2
1150	42	French shocker	3
1151	42	French	2
1152	42	shocker	2
1153	42	playing his usual bad boy weirdo role	2
1154	42	playing	2
1155	42	his usual bad boy weirdo role	2
1156	42	usual bad boy weirdo role	2
1157	42	usual	2
1158	42	bad boy weirdo role	2
1159	42	bad	0
1160	42	boy weirdo role	2
1161	42	boy	2
1162	42	weirdo role	2
1163	42	weirdo	2
1164	42	role	2
1165	43	If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1166	43	If a horror movie 's primary goal is to frighten and disturb	2
1167	43	a horror movie 's primary goal is to frighten and disturb	2
1168	43	a horror movie 's primary goal	2
1169	43	a horror movie 's	2
1170	43	horror movie 's	2
1171	43	primary goal	2
1172	43	primary	2
1173	43	goal	3
1174	43	is to frighten and disturb	1
